date,iso3,country,arrivals,index_2019
2019-01-01,ARE,United Arab Emirates,16760,82.22740095670305
2019-01-01,AUS,Australia,262712,91.91068942113253
2019-01-01,BGD,Bangladesh,30175,88.11119384462647
2019-01-01,BRN,Brunei Darussalam,18054,99.46559418213873
2019-01-01,CAN,Canada,44759,129.20909622337854
2019-01-01,CHE,Switzerland,26132,106.66013612105998
2019-01-01,CHN,China,960340,105.90661461434968
2019-01-01,CHN,Greater China,1183006,103.50579253274678
2019-01-01,DEU,Germany,133269,140.0042546821201
2019-01-01,DNK,Denmark,11153,117.24881074404057
2019-01-01,EGY,Egypt,1004,77.49903512157469
2019-01-01,ESP,Spain,12551,76.76569978134222
2019-01-01,FIN,Finland,10968,142.55727051177902
2019-01-01,FRA,France,57035,107.20461636780573
2019-01-01,GBR,United Kingdom,188565,124.092454851017
2019-01-01,HKG,Hong Kong SAR,103332,84.6043942997736
2019-01-01,IDN,Indonesia,724777,93.20014685146975
2019-01-01,IND,India,299994,84.62495936157654
2019-01-01,IRL,Rep Of Ireland,5851,94.7837356228738
2019-01-01,IRN,Iran,2730,137.11702661978904
2019-01-01,ISR,Israel,6215,102.31715849693377
2019-01-01,ITA,Italy,28196,109.79323235076515
2019-01-01,JPN,Japan,220335,99.6643703325086
2019-01-01,KOR,South Korea,182113,112.79000631727588
2019-01-01,KWT,Kuwait,2358,97.99480519480518
2019-01-01,LKA,Sri Lanka,19688,79.75693741138343
2019-01-01,MMR,Myanmar,35095,89.99121755463386
2019-01-01,MUS,Mauritius,2661,81.27672571777642
2019-01-01,MYS,Malaysia,283199,92.79660530993749
2019-01-01,NLD,Netherlands,23935,96.26657818265915
2019-01-01,NOR,Norway,9154,107.91629826112585
2019-01-01,NZL,New Zealand,27908,72.94921811183647
2019-01-01,PAK,Pakistan,4705,94.22248923600681
2019-01-01,PHL,Philippines,160839,77.5758598860519
2019-01-01,RUS,Russian Federation,29493,146.9891227152095
2019-01-01,SAU,Saudi Arabia,2680,69.29093142007628
2019-01-01,SWE,Sweden,18277,145.78738508784173
2019-01-01,THA,Thailand,113579,85.95564822049884
2019-01-01,TWN,Taiwan,112095,105.34526547768125
2019-01-01,USA,USA,188806,103.53916664038968
2019-01-01,VNM,Vietnam,118183,79.86066296587865
2019-01-01,ZAF,South Africa (Rep Of),8630,80.77310059199289
2019-04-01,ARE,United Arab Emirates,19930,97.77995829755918
2019-04-01,AUS,Australia,275772,96.47977497428576
2019-04-01,BGD,Bangladesh,34079,99.51089892397765
2019-04-01,BRN,Brunei Darussalam,15805,87.07509228141701
2019-04-01,CAN,Canada,29880,86.25679293895196
2019-04-01,CHE,Switzerland,21365,87.20319180416527
2019-04-01,CHN,China,851650,93.92024526345972
2019-04-01,CHN,Greater China,1078206,94.33643324172722
2019-04-01,DEU,Germany,69755,73.28033365112132
2019-04-01,DNK,Denmark,7017,73.76803595363873
2019-04-01,EGY,Egypt,1106,85.37244307217291
2019-04-01,ESP,Spain,11985,73.30387314790745
2019-04-01,FIN,Finland,5498,71.46060113728676
2019-04-01,FRA,France,44209,83.09650013157399
2019-04-01,GBR,United Kingdom,123557,81.31143872949438
2019-04-01,HKG,Hong Kong SAR,124861,102.23153792304447
2019-04-01,IDN,Indonesia,767729,98.72340808570364
2019-04-01,IND,India,447070,126.1134575417509
2019-04-01,IRL,Rep Of Ireland,5757,93.26097521464442
2019-04-01,IRN,Iran,923,46.35861376192869
2019-04-01,ISR,Israel,5096,83.89513108614233
2019-04-01,ITA,Italy,15560,60.589540905727965
2019-04-01,JPN,Japan,181059,81.89861450987665
2019-04-01,KOR,South Korea,128731,79.72835713666375
2019-04-01,KWT,Kuwait,1576,65.49610389610389
2019-04-01,LKA,Sri Lanka,24431,98.9710350415232
2019-04-01,MMR,Myanmar,42451,108.85360240523613
2019-04-01,MUS,Mauritius,2584,78.92486255345143
2019-04-01,MYS,Malaysia,303668,99.50373956566972
2019-04-01,NLD,Netherlands,19721,79.31786874201885
2019-04-01,NOR,Norway,7515,88.59416445623343
2019-04-01,NZL,New Zealand,41152,107.56794552595294
2019-04-01,PAK,Pakistan,4847,97.0661860418544
2019-04-01,PHL,Philippines,247230,119.2439634642631
2019-04-01,RUS,Russian Federation,14923,74.37421348384605
2019-04-01,SAU,Saudi Arabia,3601,93.10322538943831
2019-04-01,SWE,Sweden,8934,71.26248828444373
2019-04-01,THA,Thailand,138303,104.66656702242183
2019-04-01,TWN,Taiwan,95421,89.67528058473458
2019-04-01,USA,USA,172732,94.72435903587699
2019-04-01,VNM,Vietnam,167125,112.93259858162737
2019-04-01,ZAF,South Africa (Rep Of),9410,88.07356623066664
2019-07-01,ARE,United Arab Emirates,25922,127.17772599043298
2019-07-01,AUS,Australia,300912,105.27508973740004
2019-07-01,BGD,Bangladesh,35070,102.40462529017564
2019-07-01,BRN,Brunei Darussalam,17394,95.82943088535067
2019-07-01,CAN,Canada,29386,84.83072681740435
2019-07-01,CHE,Switzerland,24130,98.4887909307048
2019-07-01,CHN,China,1035141,114.15569377357242
2019-07-01,CHN,Greater China,1317594,115.28141971079769
2019-07-01,DEU,Germany,78031,81.97459271924087
2019-07-01,DNK,Denmark,11067,116.34471339588426
2019-07-01,EGY,Egypt,1559,120.3396372057121
2019-07-01,ESP,Spain,26177,160.10642364562148
2019-07-01,FIN,Finland,5428,70.55077173030055
2019-07-01,FRA,France,66043,124.1363106650126
2019-07-01,GBR,United Kingdom,144505,95.09707627739088
2019-07-01,HKG,Hong Kong SAR,138939,113.75808016506255
2019-07-01,IDN,Indonesia,759905,97.7173083488661
2019-07-01,IND,India,325837,91.91498124461828
2019-07-01,IRL,Rep Of Ireland,6760,109.5091527620282
2019-07-01,IRN,Iran,2294,115.2184831742843
2019-07-01,ISR,Israel,5963,98.16849816849818
2019-07-01,ITA,Italy,36110,140.6097893384214
2019-07-01,JPN,Japan,260337,117.75851852521974
2019-07-01,KOR,South Korea,176422,109.2653379742602
2019-07-01,KWT,Kuwait,4155,172.67532467532467
2019-07-01,LKA,Sri Lanka,25775,104.41563702653433
2019-07-01,MMR,Myanmar,38489,98.69417217439245
2019-07-01,MUS,Mauritius,2748,83.93402565668907
2019-07-01,MYS,Malaysia,291734,95.59329253807148
2019-07-01,NLD,Netherlands,32972,132.6133952721386
2019-07-01,NOR,Norway,9184,108.26996758031241
2019-07-01,NZL,New Zealand,47618,124.46953805537585
2019-07-01,PAK,Pakistan,5602,112.1858415940723
2019-07-01,PHL,Philippines,198140,95.56687667681547
2019-07-01,RUS,Russian Federation,12474,62.16872874070197
2019-07-01,SAU,Saudi Arabia,5938,153.5259517807511
2019-07-01,SWE,Sweden,8960,71.46987855704229
2019-07-01,THA,Thailand,131611,99.60211674647665
2019-07-01,TWN,Taiwan,134254,126.1699743203588
2019-07-01,USA,USA,175701,96.35252649747946
2019-07-01,VNM,Vietnam,181561,122.68754244475002
2019-07-01,ZAF,South Africa (Rep Of),9972,93.33364531904438
2019-10-01,ARE,United Arab Emirates,18918,92.8149147553048
2019-10-01,AUS,Australia,303940,106.33444586718166
2019-10-01,BGD,Bangladesh,37662,109.97328194122026
2019-10-01,BRN,Brunei Darussalam,21351,117.62988265109361
2019-10-01,CAN,Canada,34538,99.70338402026516
2019-10-01,CHE,Switzerland,26374,107.64788114406996
2019-10-01,CHN,China,779989,86.0174463486182
2019-10-01,CHN,Greater China,992942,86.87635451472829
2019-10-01,DEU,Germany,99702,104.74081894751771
2019-10-01,DNK,Denmark,8812,92.63843990643643
2019-10-01,EGY,Egypt,1513,116.78888460054036
2019-10-01,ESP,Spain,14686,89.82400342512881
2019-10-01,FIN,Finland,8881,115.43135662063362
2019-10-01,FRA,France,45521,85.56257283560768
2019-10-01,GBR,United Kingdom,151194,99.49903014209775
2019-10-01,HKG,Hong Kong SAR,121410,99.40598761211932
2019-10-01,IDN,Indonesia,858215,110.35913671396047
2019-10-01,IND,India,345092,97.34660185205428
2019-10-01,IRL,Rep Of Ireland,6324,102.44613640045361
2019-10-01,IRN,Iran,2017,101.305876443998
2019-10-01,ISR,Israel,7023,115.61921224842574
2019-10-01,ITA,Italy,22858,89.00743740508547
2019-10-01,JPN,Japan,222577,100.67849663239507
2019-10-01,KOR,South Korea,158582,98.21629857180017
2019-10-01,KWT,Kuwait,1536,63.833766233766234
2019-10-01,LKA,Sri Lanka,28846,116.85639052055903
2019-10-01,MMR,Myanmar,39958,102.46100786573756
2019-10-01,MUS,Mauritius,5103,155.86438607208308
2019-10-01,MYS,Malaysia,342129,112.10636258632131
2019-10-01,NLD,Netherlands,22825,91.80215780318342
2019-10-01,NOR,Norway,8077,95.21956970232833
2019-10-01,NZL,New Zealand,36349,95.01329830683476
2019-10-01,PAK,Pakistan,4820,96.52548312806648
2019-10-01,PHL,Philippines,223116,107.61329997286948
2019-10-01,RUS,Russian Federation,23369,116.46793506024245
2019-10-01,SAU,Saudi Arabia,3252,84.07989140973434
2019-10-01,SWE,Sweden,13976,111.48024807067223
2019-10-01,THA,Thailand,145054,109.77566801060266
2019-10-01,TWN,Taiwan,83859,78.80947961722534
2019-10-01,USA,USA,192170,105.38394782625386
2019-10-01,VNM,Vietnam,125077,84.51919600774396
2019-10-01,ZAF,South Africa (Rep Of),14725,137.8196878582961
2020-01-01,ARE,United Arab Emirates,7033,34.50509015086471
2020-01-01,AUS,Australia,204153,71.42362350175277
2020-01-01,BGD,Bangladesh,21423,62.55529762165477
2020-01-01,BRN,Brunei Darussalam,7642,42.102363506142915
2020-01-01,CAN,Canada,26604,76.79972286974157
2020-01-01,CHE,Switzerland,18326,74.79923674248222
2020-01-01,CHN,China,336757,37.137673967224686
2020-01-01,CHN,Greater China,458298,40.09827313316482
2020-01-01,DEU,Germany,94843,99.63625094220197
2020-01-01,DNK,Denmark,9123,95.9079082236064
2020-01-01,EGY,Egypt,955,73.71671169432652
2020-01-01,ESP,Spain,10070,61.59115582807076
2020-01-01,FIN,Finland,8901,115.69130787977254
2020-01-01,FRA,France,40572,76.26029096650501
2020-01-01,GBR,United Kingdom,131723,86.68538928401618
2020-01-01,HKG,Hong Kong SAR,56804,46.50900024972265
2020-01-01,IDN,Indonesia,443994,57.093845418896386
2020-01-01,IND,India,170437,48.078375563208006
2020-01-01,IRL,Rep Of Ireland,4623,74.89065284302607
2020-01-01,IRN,Iran,1019,51.18031140130588
2020-01-01,ISR,Israel,4546,74.8405152899535
2020-01-01,ITA,Italy,19391,75.5071842996768
2020-01-01,JPN,Japan,122270,55.306522161961674
2020-01-01,KOR,South Korea,87670,54.29760562856895
2020-01-01,KWT,Kuwait,1268,52.69610389610389
2020-01-01,LKA,Sri Lanka,11487,46.53433259064209
2020-01-01,MMR,Myanmar,24121,61.85149333623945
2020-01-01,MUS,Mauritius,1475,45.05192425167991
2020-01-01,MYS,Malaysia,146436,47.983092084244674
2020-01-01,NLD,Netherlands,17480,70.30456597588811
2020-01-01,NOR,Norway,7307,86.14205717653994
2020-01-01,NZL,New Zealand,23453,61.30421428898168
2020-01-01,PAK,Pakistan,2801,56.09292079703615
2020-01-01,PHL,Philippines,93455,45.075211768607
2020-01-01,RUS,Russian Federation,28722,143.14656300228012
2020-01-01,SAU,Saudi Arabia,3458,89.4059853920238
2020-01-01,SWE,Sweden,13007,103.75097214190278
2020-01-01,THA,Thailand,61717,46.706915373656464
2020-01-01,TWN,Taiwan,60949,57.27899179802127
2020-01-01,USA,USA,120553,66.10996025549451
2020-01-01,VNM,Vietnam,71531,48.33616579890733
2020-01-01,ZAF,South Africa (Rep Of),7236,67.72585815569647
2020-04-01,ARE,United Arab Emirates,22,0.10793572917944315
2020-04-01,AUS,Australia,86,0.03008739338217287
2020-04-01,BGD,Bangladesh,16,0.04672010278422612
2020-04-01,BRN,Brunei Darussalam,4,0.022037353313867008
2020-04-01,CAN,Canada,10,0.028867735253999983
2020-04-01,CHE,Switzerland,15,0.06122386506260139
2020-04-01,CHN,China,159,0.01753457288427182
2020-04-01,CHN,Greater China,282,0.024673275954842658
2020-04-01,DEU,Germany,28,0.029415086262366812
2020-04-01,DNK,Denmark,1,0.010512759862282846
2020-04-01,EGY,Egypt,0,0.0
2020-04-01,ESP,Spain,3,0.018348904417498736
2020-04-01,FIN,Finland,2,0.025995125913891148
2020-04-01,FRA,France,28,0.05262960039096274
2020-04-01,GBR,United Kingdom,112,0.07370591012814627
2020-04-01,HKG,Hong Kong SAR,83,0.06795730970929827
2020-04-01,IDN,Indonesia,705,0.09065699315829033
2020-04-01,IND,India,296,0.08349829653601958
2020-04-01,IRL,Rep Of Ireland,3,0.04859873643285275
2020-04-01,IRN,Iran,0,0.0
2020-04-01,ISR,Israel,8,0.13170350249001936
2020-04-01,ITA,Italy,11,0.04283322300533468
2020-04-01,JPN,Japan,192,0.08684756894656613
2020-04-01,KOR,South Korea,65,0.040257150289232144
2020-04-01,KWT,Kuwait,0,0.0
2020-04-01,LKA,Sri Lanka,10,0.04051043143609479
2020-04-01,MMR,Myanmar,21,0.05384857012814678
2020-04-01,MUS,Mauritius,1,0.030543677458766034
2020-04-01,MYS,Malaysia,717,0.23494138753041213
2020-04-01,NLD,Netherlands,10,0.040220003418700294
2020-04-01,NOR,Norway,9,0.10610079575596816
2020-04-01,NZL,New Zealand,5,0.013069589026773054
2020-04-01,PAK,Pakistan,4,0.08010413537598877
2020-04-01,PHL,Philippines,225,0.10852199077563078
2020-04-01,RUS,Russian Federation,49,0.24420937215763963
2020-04-01,SAU,Saudi Arabia,2,0.05170965031348976
2020-04-01,SWE,Sweden,3,0.023929646838295404
2020-04-01,THA,Thailand,449,0.3397994880303927
2020-04-01,TWN,Taiwan,40,0.037591423516724655
2020-04-01,USA,USA,177,0.097064884036254
2020-04-01,VNM,Vietnam,56,0.0378412895770898
2020-04-01,ZAF,South Africa (Rep Of),7,0.06551699932143108
2020-07-01,ARE,United Arab Emirates,188,0.9223598675334231
2020-07-01,AUS,Australia,452,0.15813374196211785
2020-07-01,BGD,Bangladesh,74,0.2160804753770458
2020-07-01,BRN,Brunei Darussalam,113,0.6225552311167429
2020-07-01,CAN,Canada,133,0.3839408788781998
2020-07-01,CHE,Switzerland,139,0.5673411495801063
2020-07-01,CHN,China,5543,0.611283883632193
2020-07-01,CHN,Greater China,6877,0.6016954565299749
2020-07-01,DEU,Germany,285,0.29940355659909074
2020-07-01,DNK,Denmark,60,0.6307655917369708
2020-07-01,EGY,Egypt,26,2.0069471246622927
2020-07-01,ESP,Spain,101,0.6177464487224574
2020-07-01,FIN,Finland,71,0.9228269699431356
2020-07-01,FRA,France,520,0.9774068644035939
2020-07-01,GBR,United Kingdom,770,0.5067281321310056
2020-07-01,HKG,Hong Kong SAR,966,0.7909248334841221
2020-07-01,IDN,Indonesia,3248,0.41766512592642124
2020-07-01,IND,India,1609,0.4538809429947821
2020-07-01,IRL,Rep Of Ireland,50,0.8099789405475457
2020-07-01,IRN,Iran,17,0.8538422903063787
2020-07-01,ISR,Israel,69,1.135942708976417
2020-07-01,ITA,Italy,120,0.46727152369456015
2020-07-01,JPN,Japan,1429,0.646381125128349
2020-07-01,KOR,South Korea,794,0.4917565743023127
2020-07-01,KWT,Kuwait,9,0.374025974025974
2020-07-01,LKA,Sri Lanka,86,0.3483897103504152
2020-07-01,MMR,Myanmar,451,1.1564621489425808
2020-07-01,MUS,Mauritius,0,0.0
2020-07-01,MYS,Malaysia,2407,0.7887083957959581
2020-07-01,NLD,Netherlands,128,0.5148160437593637
2020-07-01,NOR,Norway,67,0.789861479516652
2020-07-01,NZL,New Zealand,102,0.2666196161461703
2020-07-01,PAK,Pakistan,88,1.7622909782717533
2020-07-01,PHL,Philippines,1240,0.5980767491634763
2020-07-01,RUS,Russian Federation,93,0.4634994206257242
2020-07-01,SAU,Saudi Arabia,10,0.2585482515674488
2020-07-01,SWE,Sweden,44,0.35096815362833267
2020-07-01,THA,Thailand,709,0.5365653385602416
2020-07-01,TWN,Taiwan,356,0.33456366929884945
2020-07-01,USA,USA,1116,0.6120023196862117
2020-07-01,VNM,Vietnam,709,0.4790977555385119
2020-07-01,ZAF,South Africa (Rep Of),41,0.38374242459695346
2020-10-01,ARE,United Arab Emirates,214,1.0499202747454923
2020-10-01,AUS,Australia,1548,0.5415730808791116
2020-10-01,BGD,Bangladesh,384,1.121282466821427
2020-10-01,BRN,Brunei Darussalam,394,2.1706793014159
2020-10-01,CAN,Canada,180,0.5196192345719998
2020-10-01,CHE,Switzerland,190,0.775502290792951
2020-10-01,CHN,China,14833,1.6357881735371314
2020-10-01,CHN,Greater China,16523,1.4456614844037772
2020-10-01,DEU,Germany,407,0.42756928959940327
2020-10-01,DNK,Denmark,64,0.6728166311861021
2020-10-01,EGY,Egypt,25,1.9297568506368197
2020-10-01,ESP,Spain,82,0.5015367207449656
2020-10-01,FIN,Finland,47,0.6108854589764419
2020-10-01,FRA,France,501,0.9416939212811548
2020-10-01,GBR,United Kingdom,762,0.5014634242647095
2020-10-01,HKG,Hong Kong SAR,1123,0.9194705879944816
2020-10-01,IDN,Indonesia,9749,1.2536383351775493
2020-10-01,IND,India,3180,0.897042510082913
2020-10-01,IRL,Rep Of Ireland,40,0.6479831524380367
2020-10-01,IRN,Iran,16,0.803616273229533
2020-10-01,ISR,Israel,113,1.8603119726715232
2020-10-01,ITA,Italy,163,0.6347104863517775
2020-10-01,JPN,Japan,1988,0.8992342034675702
2020-10-01,KOR,South Korea,993,0.6150053882647311
2020-10-01,KWT,Kuwait,1,0.04155844155844156
2020-10-01,LKA,Sri Lanka,170,0.6886773344136113
2020-10-01,MMR,Myanmar,1519,3.8950465726026167
2020-10-01,MUS,Mauritius,11,0.3359804520464264
2020-10-01,MYS,Malaysia,4090,1.3401816945598126
2020-10-01,NLD,Netherlands,242,0.973324082732547
2020-10-01,NOR,Norway,47,0.5540819333922782
2020-10-01,NZL,New Zealand,207,0.5410809857084043
2020-10-01,PAK,Pakistan,83,1.6621608090517672
2020-10-01,PHL,Philippines,2961,1.428149398607301
2020-10-01,RUS,Russian Federation,127,0.6329508217146986
2020-10-01,SAU,Saudi Arabia,24,0.6205158037618771
2020-10-01,SWE,Sweden,60,0.47859293676590825
2020-10-01,THA,Thailand,747,0.5653234244069117
2020-10-01,TWN,Taiwan,542,0.5093637886516191
2020-10-01,USA,USA,1336,0.7326479382623466
2020-10-01,VNM,Vietnam,2128,1.4379690039294124
2020-10-01,ZAF,South Africa (Rep Of),42,0.39310199592858647
2021-01-01,ARE,United Arab Emirates,195,0.9567030540905188
2021-01-01,AUS,Australia,1087,0.38029065821420827
2021-01-01,BGD,Bangladesh,4966,14.500751901654183
2021-01-01,BRN,Brunei Darussalam,311,1.7134042201531596
2021-01-01,CAN,Canada,240,0.6928256460959997
2021-01-01,CHE,Switzerland,181,0.7387679717553902
2021-01-01,CHN,China,19989,2.2043935684510028
2021-01-01,CHN,Greater China,21673,1.8962549991819324
2021-01-01,DEU,Germany,475,0.4990059276651513
2021-01-01,DNK,Denmark,102,1.0723015059528505
2021-01-01,EGY,Egypt,20,1.5438054805094559
2021-01-01,ESP,Spain,116,0.7094909708099512
2021-01-01,FIN,Finland,77,1.000812347684809
2021-01-01,FRA,France,753,1.4153603247998197
2021-01-01,GBR,United Kingdom,425,0.2796876053969837
2021-01-01,HKG,Hong Kong SAR,778,0.6369974331787235
2021-01-01,IDN,Indonesia,7833,1.007257060154451
2021-01-01,IND,India,11354,3.202836685371508
2021-01-01,IRL,Rep Of Ireland,42,0.6803823100599384
2021-01-01,IRN,Iran,16,0.803616273229533
2021-01-01,ISR,Israel,69,1.135942708976417
2021-01-01,ITA,Italy,336,1.3083602663447682
2021-01-01,JPN,Japan,1514,0.684829267630735
2021-01-01,KOR,South Korea,1221,0.7562150846638839
2021-01-01,KWT,Kuwait,5,0.20779220779220778
2021-01-01,LKA,Sri Lanka,517,2.094389305246101
2021-01-01,MMR,Myanmar,3092,7.928560896963326
2021-01-01,MUS,Mauritius,8,0.24434941967012827
2021-01-01,MYS,Malaysia,3915,1.2828389570175223
2021-01-01,NLD,Netherlands,262,1.0537640895699476
2021-01-01,NOR,Norway,99,1.16710875331565
2021-01-01,NZL,New Zealand,122,0.3188979722532625
2021-01-01,PAK,Pakistan,69,1.3817963352358067
2021-01-01,PHL,Philippines,2755,1.3287914870527235
2021-01-01,RUS,Russian Federation,135,0.6728217396179869
2021-01-01,SAU,Saudi Arabia,19,0.4912416779781526
2021-01-01,SWE,Sweden,106,0.8455141882864378
2021-01-01,THA,Thailand,578,0.4374256215625101
2021-01-01,TWN,Taiwan,872,0.8194930326645974
2021-01-01,USA,USA,1319,0.7233253222814634
2021-01-01,VNM,Vietnam,1202,0.8122362512796775
2021-01-01,ZAF,South Africa (Rep Of),26,0.24334885462245828
2021-04-01,ARE,United Arab Emirates,123,0.6034588495032503
2021-04-01,AUS,Australia,685,0.23964958682312112
2021-04-01,BGD,Bangladesh,1735,5.0662111456645205
2021-04-01,BRN,Brunei Darussalam,192,1.0577929590656163
2021-04-01,CAN,Canada,91,0.2626963908113999
2021-04-01,CHE,Switzerland,84,0.34285364435056787
2021-04-01,CHN,China,23427,2.5835373519486535
2021-04-01,CHN,Greater China,24826,2.1721232228898004
2021-04-01,DEU,Germany,213,0.2237647633530047
2021-04-01,DNK,Denmark,43,0.4520486740781624
2021-04-01,EGY,Egypt,12,0.9262832883056734
2021-04-01,ESP,Spain,48,0.2935824706799798
2021-04-01,FIN,Finland,33,0.4289195775792039
2021-04-01,FRA,France,283,0.531934889665802
2021-04-01,GBR,United Kingdom,328,0.21585302251814267
