date,iso3,country,arrivals,index_2019,date_idx,quarter_label
2019-01-01,ARE,United Arab Emirates,16760,82.22740095670305,0,2019Q1
2019-01-01,AUS,Australia,262712,91.91068942113253,0,2019Q1
2019-01-01,BGD,Bangladesh,30175,88.11119384462647,0,2019Q1
2019-01-01,BRN,Brunei Darussalam,18054,99.46559418213873,0,2019Q1
2019-01-01,CAN,Canada,44759,129.20909622337854,0,2019Q1
2019-01-01,CHE,Switzerland,26132,106.66013612105998,0,2019Q1
2019-01-01,CHN,China,960340,105.90661461434968,0,2019Q1
2019-01-01,DEU,Germany,133269,140.0042546821201,0,2019Q1
2019-01-01,DNK,Denmark,11153,117.24881074404057,0,2019Q1
2019-01-01,EGY,Egypt,1004,77.49903512157469,0,2019Q1
2019-01-01,ESP,Spain,12551,76.76569978134222,0,2019Q1
2019-01-01,FIN,Finland,10968,142.55727051177902,0,2019Q1
2019-01-01,FRA,France,57035,107.20461636780573,0,2019Q1
2019-01-01,GBR,United Kingdom,188565,124.092454851017,0,2019Q1
2019-01-01,HKG,Hong Kong SAR,103332,84.6043942997736,0,2019Q1
2019-01-01,IDN,Indonesia,724777,93.20014685146975,0,2019Q1
2019-01-01,IND,India,299994,84.62495936157654,0,2019Q1
2019-01-01,IRL,Rep Of Ireland,5851,94.7837356228738,0,2019Q1
2019-01-01,IRN,Iran,2730,137.11702661978904,0,2019Q1
2019-01-01,ISR,Israel,6215,102.31715849693377,0,2019Q1
2019-01-01,ITA,Italy,28196,109.79323235076515,0,2019Q1
2019-01-01,JPN,Japan,220335,99.6643703325086,0,2019Q1
2019-01-01,KOR,South Korea,182113,112.79000631727588,0,2019Q1
2019-01-01,KWT,Kuwait,2358,97.99480519480518,0,2019Q1
2019-01-01,LKA,Sri Lanka,19688,79.75693741138343,0,2019Q1
2019-01-01,MMR,Myanmar,35095,89.99121755463386,0,2019Q1
2019-01-01,MUS,Mauritius,2661,81.27672571777642,0,2019Q1
2019-01-01,MYS,Malaysia,283199,92.79660530993749,0,2019Q1
2019-01-01,NLD,Netherlands,23935,96.26657818265915,0,2019Q1
2019-01-01,NOR,Norway,9154,107.91629826112585,0,2019Q1
2019-01-01,NZL,New Zealand,27908,72.94921811183647,0,2019Q1
2019-01-01,PAK,Pakistan,4705,94.22248923600681,0,2019Q1
2019-01-01,PHL,Philippines,160839,77.5758598860519,0,2019Q1
2019-01-01,RUS,Russian Federation,29493,146.9891227152095,0,2019Q1
2019-01-01,SAU,Saudi Arabia,2680,69.29093142007628,0,2019Q1
2019-01-01,SWE,Sweden,18277,145.78738508784173,0,2019Q1
2019-01-01,THA,Thailand,113579,85.95564822049884,0,2019Q1
2019-01-01,TWN,Taiwan,112095,105.34526547768125,0,2019Q1
2019-01-01,USA,USA,188806,103.53916664038968,0,2019Q1
2019-01-01,VNM,Vietnam,118183,79.86066296587865,0,2019Q1
2019-01-01,ZAF,South Africa (Rep Of),8630,80.77310059199289,0,2019Q1
2019-04-01,ARE,United Arab Emirates,19930,97.77995829755918,1,2019Q2
2019-04-01,AUS,Australia,275772,96.47977497428576,1,2019Q2
2019-04-01,BGD,Bangladesh,34079,99.51089892397765,1,2019Q2
2019-04-01,BRN,Brunei Darussalam,15805,87.07509228141701,1,2019Q2
2019-04-01,CAN,Canada,29880,86.25679293895196,1,2019Q2
2019-04-01,CHE,Switzerland,21365,87.20319180416527,1,2019Q2
2019-04-01,CHN,China,851650,93.92024526345972,1,2019Q2
2019-04-01,DEU,Germany,69755,73.28033365112132,1,2019Q2
2019-04-01,DNK,Denmark,7017,73.76803595363873,1,2019Q2
2019-04-01,EGY,Egypt,1106,85.37244307217291,1,2019Q2
2019-04-01,ESP,Spain,11985,73.30387314790745,1,2019Q2
2019-04-01,FIN,Finland,5498,71.46060113728676,1,2019Q2
2019-04-01,FRA,France,44209,83.09650013157399,1,2019Q2
2019-04-01,GBR,United Kingdom,123557,81.31143872949438,1,2019Q2
2019-04-01,HKG,Hong Kong SAR,124861,102.23153792304447,1,2019Q2
2019-04-01,IDN,Indonesia,767729,98.72340808570364,1,2019Q2
2019-04-01,IND,India,447070,126.1134575417509,1,2019Q2
2019-04-01,IRL,Rep Of Ireland,5757,93.26097521464442,1,2019Q2
2019-04-01,IRN,Iran,923,46.35861376192869,1,2019Q2
2019-04-01,ISR,Israel,5096,83.89513108614233,1,2019Q2
2019-04-01,ITA,Italy,15560,60.589540905727965,1,2019Q2
2019-04-01,JPN,Japan,181059,81.89861450987665,1,2019Q2
2019-04-01,KOR,South Korea,128731,79.72835713666375,1,2019Q2
2019-04-01,KWT,Kuwait,1576,65.49610389610389,1,2019Q2
2019-04-01,LKA,Sri Lanka,24431,98.9710350415232,1,2019Q2
2019-04-01,MMR,Myanmar,42451,108.85360240523613,1,2019Q2
2019-04-01,MUS,Mauritius,2584,78.92486255345143,1,2019Q2
2019-04-01,MYS,Malaysia,303668,99.50373956566972,1,2019Q2
2019-04-01,NLD,Netherlands,19721,79.31786874201885,1,2019Q2
2019-04-01,NOR,Norway,7515,88.59416445623343,1,2019Q2
2019-04-01,NZL,New Zealand,41152,107.56794552595294,1,2019Q2
2019-04-01,PAK,Pakistan,4847,97.0661860418544,1,2019Q2
2019-04-01,PHL,Philippines,247230,119.2439634642631,1,2019Q2
2019-04-01,RUS,Russian Federation,14923,74.37421348384605,1,2019Q2
2019-04-01,SAU,Saudi Arabia,3601,93.10322538943831,1,2019Q2
2019-04-01,SWE,Sweden,8934,71.26248828444373,1,2019Q2
2019-04-01,THA,Thailand,138303,104.66656702242183,1,2019Q2
2019-04-01,TWN,Taiwan,95421,89.67528058473458,1,2019Q2
2019-04-01,USA,USA,172732,94.72435903587699,1,2019Q2
2019-04-01,VNM,Vietnam,167125,112.93259858162737,1,2019Q2
2019-04-01,ZAF,South Africa (Rep Of),9410,88.07356623066664,1,2019Q2
2019-07-01,ARE,United Arab Emirates,25922,127.17772599043298,2,2019Q3
2019-07-01,AUS,Australia,300912,105.27508973740004,2,2019Q3
2019-07-01,BGD,Bangladesh,35070,102.40462529017564,2,2019Q3
2019-07-01,BRN,Brunei Darussalam,17394,95.82943088535067,2,2019Q3
2019-07-01,CAN,Canada,29386,84.83072681740435,2,2019Q3
2019-07-01,CHE,Switzerland,24130,98.4887909307048,2,2019Q3
2019-07-01,CHN,China,1035141,114.15569377357242,2,2019Q3
2019-07-01,DEU,Germany,78031,81.97459271924087,2,2019Q3
2019-07-01,DNK,Denmark,11067,116.34471339588426,2,2019Q3
2019-07-01,EGY,Egypt,1559,120.3396372057121,2,2019Q3
2019-07-01,ESP,Spain,26177,160.10642364562148,2,2019Q3
2019-07-01,FIN,Finland,5428,70.55077173030055,2,2019Q3
2019-07-01,FRA,France,66043,124.1363106650126,2,2019Q3
2019-07-01,GBR,United Kingdom,144505,95.09707627739088,2,2019Q3
2019-07-01,HKG,Hong Kong SAR,138939,113.75808016506255,2,2019Q3
2019-07-01,IDN,Indonesia,759905,97.7173083488661,2,2019Q3
2019-07-01,IND,India,325837,91.91498124461828,2,2019Q3
2019-07-01,IRL,Rep Of Ireland,6760,109.5091527620282,2,2019Q3
2019-07-01,IRN,Iran,2294,115.2184831742843,2,2019Q3
2019-07-01,ISR,Israel,5963,98.16849816849818,2,2019Q3
2019-07-01,ITA,Italy,36110,140.6097893384214,2,2019Q3
2019-07-01,JPN,Japan,260337,117.75851852521974,2,2019Q3
2019-07-01,KOR,South Korea,176422,109.2653379742602,2,2019Q3
2019-07-01,KWT,Kuwait,4155,172.67532467532467,2,2019Q3
2019-07-01,LKA,Sri Lanka,25775,104.41563702653433,2,2019Q3
2019-07-01,MMR,Myanmar,38489,98.69417217439245,2,2019Q3
2019-07-01,MUS,Mauritius,2748,83.93402565668907,2,2019Q3
2019-07-01,MYS,Malaysia,291734,95.59329253807148,2,2019Q3
2019-07-01,NLD,Netherlands,32972,132.6133952721386,2,2019Q3
2019-07-01,NOR,Norway,9184,108.26996758031241,2,2019Q3
2019-07-01,NZL,New Zealand,47618,124.46953805537585,2,2019Q3
2019-07-01,PAK,Pakistan,5602,112.1858415940723,2,2019Q3
2019-07-01,PHL,Philippines,198140,95.56687667681547,2,2019Q3
2019-07-01,RUS,Russian Federation,12474,62.16872874070197,2,2019Q3
2019-07-01,SAU,Saudi Arabia,5938,153.5259517807511,2,2019Q3
2019-07-01,SWE,Sweden,8960,71.46987855704229,2,2019Q3
2019-07-01,THA,Thailand,131611,99.60211674647665,2,2019Q3
2019-07-01,TWN,Taiwan,134254,126.1699743203588,2,2019Q3
2019-07-01,USA,USA,175701,96.35252649747946,2,2019Q3
2019-07-01,VNM,Vietnam,181561,122.68754244475002,2,2019Q3
2019-07-01,ZAF,South Africa (Rep Of),9972,93.33364531904438,2,2019Q3
2019-10-01,ARE,United Arab Emirates,18918,92.8149147553048,3,2019Q4
2019-10-01,AUS,Australia,303940,106.33444586718166,3,2019Q4
2019-10-01,BGD,Bangladesh,37662,109.97328194122026,3,2019Q4
2019-10-01,BRN,Brunei Darussalam,21351,117.62988265109361,3,2019Q4
2019-10-01,CAN,Canada,34538,99.70338402026516,3,2019Q4
2019-10-01,CHE,Switzerland,26374,107.64788114406996,3,2019Q4
2019-10-01,CHN,China,779989,86.0174463486182,3,2019Q4
2019-10-01,DEU,Germany,99702,104.74081894751771,3,2019Q4
2019-10-01,DNK,Denmark,8812,92.63843990643643,3,2019Q4
2019-10-01,EGY,Egypt,1513,116.78888460054036,3,2019Q4
2019-10-01,ESP,Spain,14686,89.82400342512881,3,2019Q4
2019-10-01,FIN,Finland,8881,115.43135662063362,3,2019Q4
2019-10-01,FRA,France,45521,85.56257283560768,3,2019Q4
2019-10-01,GBR,United Kingdom,151194,99.49903014209775,3,2019Q4
2019-10-01,HKG,Hong Kong SAR,121410,99.40598761211932,3,2019Q4
2019-10-01,IDN,Indonesia,858215,110.35913671396047,3,2019Q4
2019-10-01,IND,India,345092,97.34660185205428,3,2019Q4
2019-10-01,IRL,Rep Of Ireland,6324,102.44613640045361,3,2019Q4
2019-10-01,IRN,Iran,2017,101.305876443998,3,2019Q4
2019-10-01,ISR,Israel,7023,115.61921224842574,3,2019Q4
2019-10-01,ITA,Italy,22858,89.00743740508547,3,2019Q4
2019-10-01,JPN,Japan,222577,100.67849663239507,3,2019Q4
2019-10-01,KOR,South Korea,158582,98.21629857180017,3,2019Q4
2019-10-01,KWT,Kuwait,1536,63.833766233766234,3,2019Q4
2019-10-01,LKA,Sri Lanka,28846,116.85639052055903,3,2019Q4
2019-10-01,MMR,Myanmar,39958,102.46100786573756,3,2019Q4
2019-10-01,MUS,Mauritius,5103,155.86438607208308,3,2019Q4
2019-10-01,MYS,Malaysia,342129,112.10636258632131,3,2019Q4
2019-10-01,NLD,Netherlands,22825,91.80215780318342,3,2019Q4
2019-10-01,NOR,Norway,8077,95.21956970232833,3,2019Q4
2019-10-01,NZL,New Zealand,36349,95.01329830683476,3,2019Q4
2019-10-01,PAK,Pakistan,4820,96.52548312806648,3,2019Q4
2019-10-01,PHL,Philippines,223116,107.61329997286948,3,2019Q4
2019-10-01,RUS,Russian Federation,23369,116.46793506024245,3,2019Q4
2019-10-01,SAU,Saudi Arabia,3252,84.07989140973434,3,2019Q4
2019-10-01,SWE,Sweden,13976,111.48024807067223,3,2019Q4
2019-10-01,THA,Thailand,145054,109.77566801060266,3,2019Q4
2019-10-01,TWN,Taiwan,83859,78.80947961722534,3,2019Q4
2019-10-01,USA,USA,192170,105.38394782625386,3,2019Q4
2019-10-01,VNM,Vietnam,125077,84.51919600774396,3,2019Q4
2019-10-01,ZAF,South Africa (Rep Of),14725,137.8196878582961,3,2019Q4
2020-01-01,ARE,United Arab Emirates,7033,34.50509015086471,4,2020Q1
2020-01-01,AUS,Australia,204153,71.42362350175277,4,2020Q1
2020-01-01,BGD,Bangladesh,21423,62.55529762165477,4,2020Q1
2020-01-01,BRN,Brunei Darussalam,7642,42.102363506142915,4,2020Q1
2020-01-01,CAN,Canada,26604,76.79972286974157,4,2020Q1
2020-01-01,CHE,Switzerland,18326,74.79923674248222,4,2020Q1
2020-01-01,CHN,China,336757,37.137673967224686,4,2020Q1
2020-01-01,DEU,Germany,94843,99.63625094220197,4,2020Q1
2020-01-01,DNK,Denmark,9123,95.9079082236064,4,2020Q1
2020-01-01,EGY,Egypt,955,73.71671169432652,4,2020Q1
2020-01-01,ESP,Spain,10070,61.59115582807076,4,2020Q1
2020-01-01,FIN,Finland,8901,115.69130787977254,4,2020Q1
2020-01-01,FRA,France,40572,76.26029096650501,4,2020Q1
2020-01-01,GBR,United Kingdom,131723,86.68538928401618,4,2020Q1
2020-01-01,HKG,Hong Kong SAR,56804,46.50900024972265,4,2020Q1
2020-01-01,IDN,Indonesia,443994,57.093845418896386,4,2020Q1
2020-01-01,IND,India,170437,48.078375563208006,4,2020Q1
2020-01-01,IRL,Rep Of Ireland,4623,74.89065284302607,4,2020Q1
2020-01-01,IRN,Iran,1019,51.18031140130588,4,2020Q1
2020-01-01,ISR,Israel,4546,74.8405152899535,4,2020Q1
2020-01-01,ITA,Italy,19391,75.5071842996768,4,2020Q1
2020-01-01,JPN,Japan,122270,55.306522161961674,4,2020Q1
2020-01-01,KOR,South Korea,87670,54.29760562856895,4,2020Q1
2020-01-01,KWT,Kuwait,1268,52.69610389610389,4,2020Q1
2020-01-01,LKA,Sri Lanka,11487,46.53433259064209,4,2020Q1
2020-01-01,MMR,Myanmar,24121,61.85149333623945,4,2020Q1
2020-01-01,MUS,Mauritius,1475,45.05192425167991,4,2020Q1
2020-01-01,MYS,Malaysia,146436,47.983092084244674,4,2020Q1
2020-01-01,NLD,Netherlands,17480,70.30456597588811,4,2020Q1
2020-01-01,NOR,Norway,7307,86.14205717653994,4,2020Q1
2020-01-01,NZL,New Zealand,23453,61.30421428898168,4,2020Q1
2020-01-01,PAK,Pakistan,2801,56.09292079703615,4,2020Q1
2020-01-01,PHL,Philippines,93455,45.075211768607,4,2020Q1
2020-01-01,RUS,Russian Federation,28722,143.14656300228012,4,2020Q1
2020-01-01,SAU,Saudi Arabia,3458,89.4059853920238,4,2020Q1
2020-01-01,SWE,Sweden,13007,103.75097214190278,4,2020Q1
2020-01-01,THA,Thailand,61717,46.706915373656464,4,2020Q1
2020-01-01,TWN,Taiwan,60949,57.27899179802127,4,2020Q1
2020-01-01,USA,USA,120553,66.10996025549451,4,2020Q1
2020-01-01,VNM,Vietnam,71531,48.33616579890733,4,2020Q1
2020-01-01,ZAF,South Africa (Rep Of),7236,67.72585815569647,4,2020Q1
2020-04-01,ARE,United Arab Emirates,22,0.10793572917944315,5,2020Q2
2020-04-01,AUS,Australia,86,0.03008739338217287,5,2020Q2
2020-04-01,BGD,Bangladesh,16,0.04672010278422612,5,2020Q2
2020-04-01,BRN,Brunei Darussalam,4,0.022037353313867008,5,2020Q2
2020-04-01,CAN,Canada,10,0.028867735253999983,5,2020Q2
2020-04-01,CHE,Switzerland,15,0.06122386506260139,5,2020Q2
2020-04-01,CHN,China,159,0.01753457288427182,5,2020Q2
2020-04-01,DEU,Germany,28,0.029415086262366812,5,2020Q2
2020-04-01,DNK,Denmark,1,0.010512759862282846,5,2020Q2
2020-04-01,EGY,Egypt,0,0.0,5,2020Q2
2020-04-01,ESP,Spain,3,0.018348904417498736,5,2020Q2
2020-04-01,FIN,Finland,2,0.025995125913891148,5,2020Q2
2020-04-01,FRA,France,28,0.05262960039096274,5,2020Q2
2020-04-01,GBR,United Kingdom,112,0.07370591012814627,5,2020Q2
2020-04-01,HKG,Hong Kong SAR,83,0.06795730970929827,5,2020Q2
2020-04-01,IDN,Indonesia,705,0.09065699315829033,5,2020Q2
2020-04-01,IND,India,296,0.08349829653601958,5,2020Q2
2020-04-01,IRL,Rep Of Ireland,3,0.04859873643285275,5,2020Q2
2020-04-01,IRN,Iran,0,0.0,5,2020Q2
2020-04-01,ISR,Israel,8,0.13170350249001936,5,2020Q2
2020-04-01,ITA,Italy,11,0.04283322300533468,5,2020Q2
2020-04-01,JPN,Japan,192,0.08684756894656613,5,2020Q2
2020-04-01,KOR,South Korea,65,0.040257150289232144,5,2020Q2
2020-04-01,KWT,Kuwait,0,0.0,5,2020Q2
2020-04-01,LKA,Sri Lanka,10,0.04051043143609479,5,2020Q2
2020-04-01,MMR,Myanmar,21,0.05384857012814678,5,2020Q2
2020-04-01,MUS,Mauritius,1,0.030543677458766034,5,2020Q2
2020-04-01,MYS,Malaysia,717,0.23494138753041213,5,2020Q2
2020-04-01,NLD,Netherlands,10,0.040220003418700294,5,2020Q2
2020-04-01,NOR,Norway,9,0.10610079575596816,5,2020Q2
2020-04-01,NZL,New Zealand,5,0.013069589026773054,5,2020Q2
2020-04-01,PAK,Pakistan,4,0.08010413537598877,5,2020Q2
2020-04-01,PHL,Philippines,225,0.10852199077563078,5,2020Q2
2020-04-01,RUS,Russian Federation,49,0.24420937215763963,5,2020Q2
2020-04-01,SAU,Saudi Arabia,2,0.05170965031348976,5,2020Q2
2020-04-01,SWE,Sweden,3,0.023929646838295404,5,2020Q2
2020-04-01,THA,Thailand,449,0.3397994880303927,5,2020Q2
2020-04-01,TWN,Taiwan,40,0.037591423516724655,5,2020Q2
2020-04-01,USA,USA,177,0.097064884036254,5,2020Q2
2020-04-01,VNM,Vietnam,56,0.0378412895770898,5,2020Q2
2020-04-01,ZAF,South Africa (Rep Of),7,0.06551699932143108,5,2020Q2
2020-07-01,ARE,United Arab Emirates,188,0.9223598675334231,6,2020Q3
2020-07-01,AUS,Australia,452,0.15813374196211785,6,2020Q3
2020-07-01,BGD,Bangladesh,74,0.2160804753770458,6,2020Q3
2020-07-01,BRN,Brunei Darussalam,113,0.6225552311167429,6,2020Q3
2020-07-01,CAN,Canada,133,0.3839408788781998,6,2020Q3
2020-07-01,CHE,Switzerland,139,0.5673411495801063,6,2020Q3
2020-07-01,CHN,China,5543,0.611283883632193,6,2020Q3
2020-07-01,DEU,Germany,285,0.29940355659909074,6,2020Q3
2020-07-01,DNK,Denmark,60,0.6307655917369708,6,2020Q3
2020-07-01,EGY,Egypt,26,2.0069471246622927,6,2020Q3
2020-07-01,ESP,Spain,101,0.6177464487224574,6,2020Q3
2020-07-01,FIN,Finland,71,0.9228269699431356,6,2020Q3
2020-07-01,FRA,France,520,0.9774068644035939,6,2020Q3
2020-07-01,GBR,United Kingdom,770,0.5067281321310056,6,2020Q3
2020-07-01,HKG,Hong Kong SAR,966,0.7909248334841221,6,2020Q3
2020-07-01,IDN,Indonesia,3248,0.41766512592642124,6,2020Q3
2020-07-01,IND,India,1609,0.4538809429947821,6,2020Q3
2020-07-01,IRL,Rep Of Ireland,50,0.8099789405475457,6,2020Q3
2020-07-01,IRN,Iran,17,0.8538422903063787,6,2020Q3
2020-07-01,ISR,Israel,69,1.135942708976417,6,2020Q3
2020-07-01,ITA,Italy,120,0.46727152369456015,6,2020Q3
2020-07-01,JPN,Japan,1429,0.646381125128349,6,2020Q3
2020-07-01,KOR,South Korea,794,0.4917565743023127,6,2020Q3
2020-07-01,KWT,Kuwait,9,0.374025974025974,6,2020Q3
2020-07-01,LKA,Sri Lanka,86,0.3483897103504152,6,2020Q3
2020-07-01,MMR,Myanmar,451,1.1564621489425808,6,2020Q3
2020-07-01,MUS,Mauritius,0,0.0,6,2020Q3
2020-07-01,MYS,Malaysia,2407,0.7887083957959581,6,2020Q3
2020-07-01,NLD,Netherlands,128,0.5148160437593637,6,2020Q3
2020-07-01,NOR,Norway,67,0.789861479516652,6,2020Q3
2020-07-01,NZL,New Zealand,102,0.2666196161461703,6,2020Q3
2020-07-01,PAK,Pakistan,88,1.7622909782717533,6,2020Q3
2020-07-01,PHL,Philippines,1240,0.5980767491634763,6,2020Q3
2020-07-01,RUS,Russian Federation,93,0.4634994206257242,6,2020Q3
2020-07-01,SAU,Saudi Arabia,10,0.2585482515674488,6,2020Q3
2020-07-01,SWE,Sweden,44,0.35096815362833267,6,2020Q3
2020-07-01,THA,Thailand,709,0.5365653385602416,6,2020Q3
2020-07-01,TWN,Taiwan,356,0.33456366929884945,6,2020Q3
2020-07-01,USA,USA,1116,0.6120023196862117,6,2020Q3
2020-07-01,VNM,Vietnam,709,0.4790977555385119,6,2020Q3
2020-07-01,ZAF,South Africa (Rep Of),41,0.38374242459695346,6,2020Q3
2020-10-01,ARE,United Arab Emirates,214,1.0499202747454923,7,2020Q4
2020-10-01,AUS,Australia,1548,0.5415730808791116,7,2020Q4
